mean_line,std_line,up_line,low_line
0.12694048367697616,0.004477095958528624,0.14037177155256203,0.1135091958013903
0.12692564186351052,0.004477224877446465,0.14035731649584993,0.11349396723117113
0.12687817215919495,0.004477866499887521,0.1403117716588575,0.11344457265953238
0.12679854343677388,0.004477970860948897,0.14023245601962056,0.11336463085392719
0.12668577787177315,0.004478955597060964,0.14012264466295604,0.11324891108059026
0.1265412648690158,0.004480571197974763,0.13998297846294008,0.1130995512750915
0.12636699655960346,0.004481709135729219,0.1398121239667911,0.1129218691524158
0.12615797951303678,0.004484306122611883,0.13961089788087244,0.11270506114520114
0.1259192104997306,0.0044879585235130005,0.13938308607026959,0.11245533492919159
0.12564457875901255,0.004493800657749125,0.13912598073225993,0.11216317678576518
0.12534103414108014,0.004502330469205394,0.13884802554869632,0.11183404273346395
0.12500718492886115,0.004503534754699649,0.1385177891929601,0.1114965806647622
0.12464690902109804,0.0045113833483125575,0.13818105906603573,0.11111275897616037
0.1242534492550225,0.004516529515839467,0.1378030378025409,0.1107038607075041
0.12383293951379842,0.00452452879064228,0.13740652588572527,0.11025935314187159
0.1233845890082162,0.004539863340703593,0.13700417903032697,0.10976499898610542
0.12290617746525798,0.00455071177251863,0.13655831278281386,0.10925404214770208
0.12240780530304744,0.004570434012694677,0.13611910734113147,0.10869650326496341
0.1218782802080286,0.0045880419559851905,0.13564240607598416,0.10811415434007303
0.1213210610480144,0.004607513646530905,0.1351436019876071,0.10749852010842169
0.12074895485721786,0.004620843097814474,0.13461148415066126,0.10688642556377444
0.12015424591713939,0.004636897712486933,0.13406493905460018,0.10624355277967859
0.11952260573362482,0.004673810217191579,0.13354403638519954,0.10550117508205008
0.1188929710408737,0.004695533209790629,0.13297957067024557,0.1048063714115018
0.11823398774040156,0.00475065919054246,0.13248596531202894,0.10398201016877417
0.11756989950763769,0.004765256010481929,0.13186566753908346,0.1032741314761919
0.1168615638182081,0.004804008913706212,0.13127359055932675,0.10244953707708947
0.11616820533727777,0.004828028583396999,0.13065229108746876,0.10168411958708677
0.11544502064071853,0.00486754429273703,0.1300476535189296,0.10084238776250744
0.11473197618435169,0.004901046882176495,0.12943511683088116,0.1000288355378222
0.11397456557586275,0.004937545389419522,0.1287872017441213,0.09916192940760418
0.11323875754043974,0.004972574063975765,0.12815647973236705,0.09832103534851244
0.1124901447830529,0.00500720911840807,0.1275117721382771,0.0974685174278287
0.111728527422609,0.005027492122138367,0.1268110037890241,0.0966460510561939
0.11097043290220458,0.005071802253844692,0.12618583966373867,0.09575502614067051
0.11016052498899657,0.005117208180110111,0.1255121495293269,0.09480890044866624
0.1094139760424351,0.005174175699259976,0.12493650314021502,0.09389144894465516
0.1086613466513568,0.005195545978510463,0.12424798458688818,0.0930747087158254
0.10790135403131616,0.005195813991553797,0.12348879600597755,0.09231391205665478
0.10712538351272714,0.005234012750243825,0.12282742176345862,0.09142334526199566
0.10636272024491737,0.005271012035160901,0.12217575635040008,0.09054968413943466
0.10559994984289696,0.005275188160022335,0.12142551432296396,0.08977438536282996
0.10481976871860438,0.005318305882805751,0.12077468636702163,0.08886485107018713
0.10407815847931237,0.005298417351703098,0.11997341053442166,0.08818290642420308
0.10336717963218689,0.005321628394978636,0.1193320648171228,0.08740229444725098
0.10263828188180923,0.0053312864124444755,0.11863214111914266,0.0866444226444758
0.10194001475284839,0.005349169173618676,0.11798752227370442,0.08589250723199236
0.10123144963691974,0.005381757801751746,0.11737672304217497,0.0850861762316645
0.10049692515669198,0.00541790986436382,0.11675065474978344,0.08424319556360052
0.0998775861386595,0.005359658332861919,0.11595656113724526,0.08379861114007375
0.0991417280045049,0.0053881004120964115,0.11530602924079413,0.08297742676821566
0.09854447302119486,0.005382792944254414,0.1146928518539581,0.08239609418843162
0.09785695245553708,0.0054033503911514675,0.11406700362899148,0.08164690128208267
0.09725627919723248,0.00538081243251251,0.11339871649477001,0.08111384189969495
0.09662765983877511,0.005350219378236149,0.11267831797348356,0.08057700170406666
0.09603977871352229,0.005408795197108771,0.1122661643048486,0.07981339312219597
0.0954637530034986,0.005375646031339005,0.11159069109751561,0.07933681490948159
0.0949434039407763,0.005337803603171084,0.11095681475028955,0.07892999313126305
0.09439469822521868,0.005349304781170741,0.11044261256873089,0.07834678388170646
0.09379187457520387,0.00532621202814607,0.10977051065964208,0.07781323849076566
0.0933160275734704,0.005297670953198745,0.10920904043306665,0.07742301471387417
0.09282565579332154,0.005290352901084914,0.10869671449657628,0.0769545970900668
0.09232948848913455,0.0052893105808268105,0.108197420231615,0.07646155674665411
0.09183642833397307,0.00526916958240236,0.10764393708118014,0.076028919586766
0.09137624836173551,0.005304004119901584,0.10728826072144027,0.07546423600203075
0.0909608479203849,0.005272692225067409,0.10677892459558713,0.07514277124518268
0.09053935367485573,0.005230285133407688,0.1062302090750788,0.07484849827463266
0.09013014029839943,0.005244378347093251,0.10586327533967918,0.07439700525711967
0.0897305926372265,0.005245537592671345,0.10546720541524054,0.07399397985921247
0.08930675454180816,0.005218319955414535,0.10496171440805176,0.07365179467556456
0.08894245403593984,0.005235406938623056,0.10464867485180901,0.07323623322007067
0.08856615603997789,0.005173245741562854,0.10408589326466645,0.07304641881528932
0.08829373069878282,0.005186458127858743,0.10385310508235905,0.0727343563152066
