mean_line,std_line,up_line,low_line
0.00663672098889947,0.00020015295361946816,0.007237179849757874,0.006036262128041065
0.00663672098889947,0.00020015295361946816,0.007237179849757874,0.006036262128041065
0.00663672098889947,0.00020015295361946816,0.007237179849757874,0.006036262128041065
0.0066367208181569975,0.00020015297269512336,0.007237179736242367,0.006036261900071628
0.0066367207250247395,0.00020015289557480194,0.007237179411749145,0.006036262038300334
0.006636720569804311,0.00020015279745058922,0.007237178962156079,0.006036262177452543
0.006636720399061839,0.0002001527934172359,0.007237178779313546,0.006036262018810131
0.006636720104143024,0.00020015267056482615,0.007237178115837502,0.006036262092448545
0.006636719855790337,0.00020015253708671743,0.0072371774670504894,0.006036262244530185
0.00663671939012905,0.000200152368670627,0.007237176496140931,0.006036262284117169
0.006636718551938732,0.00020015204803894385,0.007237174696055564,0.006036262407821901
0.006636717511961858,0.00020015175087581224,0.007237172764589295,0.006036262259334421
0.0066367161460220815,0.00020015116674900079,0.007237169646269084,0.006036262645775079
0.006636714345465104,0.0002001505375645617,0.007237165958158789,0.006036262732771419
0.006636711660151681,0.0002001495649133802,0.007237160354891821,0.00603626296541154
0.006636707810685039,0.00020014817368831656,0.007237152331749988,0.006036263289620089
0.006636701741566261,0.00020014577021922958,0.007237139052223949,0.006036264430908572
0.00663669320444266,0.00020014279053651312,0.007237121576052199,0.0060362648328331206
0.006636679653699199,0.0002001375856403654,0.007237092410620295,0.006036266896778103
0.006636659738918146,0.00020013057992258329,0.007237051478685896,0.006036267999150396
0.006636628787964583,0.0002001188466763635,0.0072369853279936735,0.006036272247935492
0.00663657874489824,0.00020010078844651927,0.007236881110237798,0.006036276379558682
0.0066364992099503676,0.0002000730575456093,0.007236718382587196,0.006036280037313539
0.006636374785254399,0.00020003167460238267,0.0072364698090615475,0.006036279761447251
0.006636182963848114,0.00019997132462144592,0.007236096937712452,0.006036268989983776
0.0066358483086029684,0.00019985520174192,0.007235413913828728,0.0060362827033772085
0.0066353070394446455,0.00019968245873826332,0.007234354415659436,0.006036259663229855
0.006634413901095589,0.00019941522678790114,0.007232659581459293,0.006036168220731886
0.006632928395022949,0.00019909245536487707,0.00723020576111758,0.006035651028928318
0.006630300978819529,0.0001985591461804643,0.007225978417360922,0.006034623540278137
0.0066260266893853744,0.00019810818403469564,0.007220351241489461,0.006031702137281288
0.006618198550616701,0.00019890476691920072,0.007214912851374303,0.006021484249859099
0.006604599052419265,0.00020517899657460992,0.007220136042143095,0.0059890620626954355
0.0065798359923064705,0.0002313750688979473,0.0072739611990003126,0.0058857107856126285
0.006538678410773476,0.00030474742134182803,0.00745292067479896,0.005624436146747992
0.00646441134934624,0.00047840861080538516,0.007899637181762396,0.005029185516930084
0.006338235495301585,0.0007936350123327442,0.008719140532299817,0.003957330458303352
0.0061399367463309314,0.0012902500753021588,0.010010686972237408,0.002269186520424455
0.006064788618823513,0.001258000660872852,0.00983879060144207,0.0022907866362049567
0.009870002822329601,0.02044274236782252,0.07119822992579715,-0.05145822428113795
0.2877875665202737,1.4887213450277417,4.753951601603499,-4.178376468562951
0.7144926436638344,3.5742464728202696,11.437232062124643,-10.008246774796973
0.012681941966585933,0.03801620956266109,0.1267305706545692,-0.10136668672139733
0.01669770788924628,0.03851181793257973,0.13223316168698546,-0.09883774590849291
0.8600250502465276,2.7439859246425087,9.091982824174053,-7.371932723680999
1.7812883148513114,9.13826024070263,29.196069036959205,-25.63349240725658
0.4460644090488131,1.6262133700861316,5.3247045193072085,-4.432575701209582
3.2767930081941206,14.908875500553647,48.00341950985506,-41.44983349346682
0.17585563323709721,0.49955420080109597,1.6745182356403852,-1.3228069691661906
2.7864667779494994,8.159217165763412,27.264118275239735,-21.691184719340736
0.1370367524863468,0.37191673267984127,1.2527869505258704,-0.9787134455531769
4.771866774275744,19.95229669154652,64.6287568489153,-55.08502330036381
0.46232462259577006,1.6805165051637725,5.503874138087087,-4.579224892895547
1.4859236066429773,7.97306856283359,25.405129295143748,-22.433282081857794
0.007813491886483318,0.022571996339621772,0.07552948090534864,-0.059902497132382
0.006955413430356809,0.010660817311702776,0.03893786536546513,-0.025027038504751516
0.17513092879623096,0.7367424082844383,2.3853581536495456,-2.035096296057084
1.499267845507711,6.116968743361812,19.850174075593145,-16.851638384577726
0.5067513063084335,1.6286122432758448,5.392588036135968,-4.3790854235191015
0.7752319264923396,3.932752398577895,12.573489122226025,-11.023025269241344
0.0169255181530995,0.058813059498802424,0.19336469664950678,-0.15951366034330777
0.010372672381345182,0.028866352302198976,0.09697172928794211,-0.07622638452525175
0.5319082369819322,2.8367799461062977,9.042248075300826,-7.978431601336961
0.019861167304528256,0.07213237951923195,0.23625830586222407,-0.19653597125316757
0.04016560387487213,0.18579836785867584,0.5975607074508996,-0.5172294997011554
0.6990510683564934,3.733969773808992,11.900960389783469,-10.502858253070483
0.008467849848481515,0.014462199100330293,0.05185444714947239,-0.03491874745250936
0.005741898156702519,0.0008400076255790084,0.008261921033439545,0.0032218752799654934
0.0056458505617532255,0.0012009738285480459,0.009248772047397363,0.002042929076109088
0.005635517738604297,0.0010789836540693884,0.008872468700812462,0.002398566776396132
0.0055740831497435766,0.001113468663535951,0.00891448914035143,0.0022336771591357236
0.005456252538715489,0.0013077058718599418,0.009379370154295314,0.0015331349231356636
0.00534263375448063,0.0013863579191432693,0.009501707511910438,0.0011835599970508228
0.005513333607329211,0.0016634698454881104,0.010503743143793542,0.0005229240708648801
